date,avg temp,max temp,min temp,rainFall,cabbage,potato,strawberry,onion,spinach,cucumber,tomato,apple,carrot,broccoli
2024-7-6,26.5,30.4,22.5,7,"10,618","32,803",0,"17,070","28,434","24,833","24,163","100,000","76,000","25,000"
2024-7-5,25.8,29.6,22.8,4.9,"9,734","31,636",0,"17,116","29,998","25,436","20,690","100,000","76,000","29,013"
2024-7-4,26.7,31.5,22.1,12.7,"11,340","31,562",0,"17,424","24,867","27,000","21,700","73,913","74,500","37,839"
2024-7-3,25.6,29.3,22.7,7.3,"10,805","34,699",0,"18,180","31,014","28,068","22,370","149,450","71,500","38,773"
2024-7-2,23.8,26.2,21.7,6.6,"10,761","33,471",0,"17,805","35,139","29,409","22,042","112,500","73,430","34,441"
2024-7-1,25.3,30.3,21.5,7.3,"11,279","33,122",0,"17,236","35,557","30,679","17,377","144,225","71,000","37,328"
2024-6-30,24.1,26.7,22.2,11.3,0,0,0,0,0,0,0,0,0,0
2024-6-29,24,28.6,19.9,7.9,"10,264","34,114",0,"16,720","26,848","23,886","18,000","59,000","71,858","33,493"
2024-6-28,23.9,30.6,17.2,38.8,"9,291","34,276",0,"15,945","25,799","25,000","16,873","149,833","71,858","30,500"
2024-6-27,21.8,26.5,17.3,17.7,"7,830","35,690",0,"15,659","27,389","28,173","16,675","149,833","76,241","32,524"
2024-6-26,22.8,29.1,16.8,33.1,"7,484","34,977",0,"16,090","27,830","27,625","18,000","83,404","71,000","38,603"
2024-6-25,22.4,27.4,18,1.6,"8,518","34,159",0,"15,613","27,000","26,913","18,818","81,866","74,493","41,128"
2024-6-24,24.1,28.9,20.3,16.5,"7,964","34,004",0,"15,955","27,483","26,645","22,459","163,102","73,483","31,594"
2024-6-23,23.8,27.8,21.5,0.6,0,0,0,0,0,0,0,0,0,0
2024-6-22,22.8,24.4,21.5,1.6,"8,522","30,301",0,"16,050","23,916","25,176","25,603","114,067","71,000","27,039"
2024-6-21,24.7,30.7,18.7,3.5,"7,672","31,071",0,"16,143","23,891","25,000","23,240","114,067","71,417","25,905"
2024-6-20,24,29.1,19,46.4,"6,674","29,210",0,"16,396","24,862","25,500","21,093","90,733","71,000","24,844"
2024-6-19,25.9,34.3,18.4,33.1,"7,114","27,185",0,"16,670","21,481","27,974","20,914","148,878","64,750","24,593"
2024-6-18,24.6,32.5,16.5,38.3,"6,850","26,504","29,450","17,319","21,869","28,163","21,202","103,750","65,932","25,204"
2024-6-17,22.6,28.4,16.7,15.9,"7,847","28,241","29,450","17,933","19,057","26,000","22,553","132,539","68,000","27,136"
2024-6-16,23.7,29.3,18.8,2.4,0,0,0,0,0,0,0,0,0,0
2024-6-15,23.9,29.3,20.1,3.8,"6,474","29,649","38,000","17,035","14,103","26,141","23,347",0,"70,000","26,670"
2024-6-14,24.9,31.6,18.1,1.1,"9,012","28,685","32,474","16,572","15,413","25,000","24,506","95,000","70,000","27,914"
2024-6-13,24.8,32.3,17.8,9.8,"8,767","26,799","27,211","16,759","17,833","26,000","24,645","143,844","72,000","30,770"
2024-6-12,24.3,31.7,17.8,40.3,"8,389","25,837","27,000","16,979","15,349","28,592","23,703","98,000","74,000","28,229"
2024-6-11,24.3,30.8,18.6,1.4,"6,678","31,612","27,875","17,972","16,910","30,000","23,120","100,681","74,500","26,545"
2024-6-10,23.6,30.2,17.1,31.1,"7,842","36,389","24,574","19,350","17,656","27,500","24,139","140,921","74,368","27,449"
2024-6-9,22,27.7,17.6,40.1,0,0,0,0,0,0,0,0,0,0
2024-6-8,19.6,22.5,17.7,0,"7,797","36,157","25,635","19,624","16,914","27,000","25,369","97,573","71,000","24,557"
2024-6-7,21.3,27.4,14.7,0.9,"7,950","37,879","25,328","20,397","16,094","29,000","26,286","97,573","68,000","24,509"
2024-6-6,20.6,26.8,15.7,0,"7,283","38,578","23,685","20,361","15,328","30,500","26,000","133,788","65,000","22,956"
2024-6-5,20.4,27.3,13.6,0,"6,953","36,136","22,330","19,817","16,938","33,000","22,934","93,183","65,500","25,390"
2024-6-4,19.5,26.1,13.2,1.2,"7,079","36,011","23,897","18,896","17,573","36,500","23,137","101,423","63,357","26,855"
2024-6-3,19,25.4,12.9,4.6,"7,657","37,677","24,863","18,827","16,164","37,875","24,176","122,482","63,833","27,509"
2024-6-2,18.7,24.8,13,32.8,0,0,0,0,0,0,0,0,0,0
2024-6-1,19.4,24.6,15.4,0,"7,364","41,748","30,967","20,167","15,416","34,000","21,451","91,379","65,367","26,655"
2024-5-31,20.5,26.2,15.7,0.4,"7,501","51,006","27,677","20,891","14,158","35,000","22,000","91,379","64,000","26,778"
2024-5-30,19.6,25.3,14.7,0,"7,886","52,296","26,407","21,722","14,486","34,357","25,236","116,942","65,814","26,547"
2024-5-29,19.4,27,11.3,0,"9,003","55,526","25,717","22,357","14,553","37,500","29,182","135,526","64,000","25,442"
2024-5-28,18,24.1,12.2,0,"7,707","56,919","24,251","22,517","15,545",0,"27,179","101,337","66,470","24,201"
2024-5-27,19,23.4,15.2,0.1,"7,765","53,458","23,734","21,315","15,884",0,"31,901","88,204","62,848","21,604"
2024-5-26,19.5,24.9,13.9,4.1,0,0,0,0,0,0,0,0,0,0
2024-5-25,19,23.3,15.3,0,"7,273","56,465","27,325","19,634","15,703","29,000","34,071","88,000","65,000","23,300"
2024-5-24,19.6,25.9,14.3,0,"8,196","57,094","25,690","19,426","14,937","29,000","35,750","88,000","66,108","24,065"
2024-5-23,21.5,28.7,15.2,0.2,"7,313","56,834","29,156","18,646","16,394","30,000","37,262","106,825","63,000","23,752"
2024-5-22,19.7,26.8,13.2,0,"7,452","55,393","28,014","18,885","16,548","32,442","38,419","80,087","60,543","24,065"
2024-5-21,18.7,24.6,14,0,"8,136","53,743","28,427","20,034","17,407","35,500","37,708","94,040","57,643","23,256"
2024-5-20,18.9,25.6,12.8,0.4,"12,192","54,654","28,161","19,552","17,344","33,000","39,116","110,725","57,886","24,832"
2024-5-19,20.4,28.5,12.8,13.5,0,0,0,0,0,0,0,0,0,0
2024-5-18,19.7,27.1,12.2,0.1,"14,005","56,128","33,495","18,953","17,041","30,000","39,863","103,000","54,000","27,455"
2024-5-17,17.7,25.1,9.9,0.2,"13,995","58,951","34,436","18,583","16,635","30,000","41,729","103,000","57,375","28,038"
2024-5-16,14,20.2,8.1,0,"13,990","58,732","32,534","19,056","14,504",0,"39,886","126,742","58,000","28,147"
2024-5-15,14.6,23.2,8.8,0,"15,200","56,975","28,474","19,063","12,853","27,500","45,178","126,132","57,837","28,531"
2024-5-14,17.8,25.6,9.6,0.4,"16,213","55,473","27,859","19,247","12,564","27,500","43,364","107,121","55,738","32,042"
2024-5-13,16.7,24.1,9.4,0.2,"16,625","53,569","28,392","18,765","12,698","29,500","38,933","107,190","54,567","34,167"
2024-5-12,16.9,22.3,12,0.2,0,0,0,0,0,0,0,0,0,0
2024-5-11,18.3,23.9,12.1,0.3,"17,126","54,239","34,936","21,349","12,111","30,000","35,178","113,725","55,000","48,806"
2024-5-10,17.7,25.4,10.1,0.2,"17,598","57,929","38,398","21,909","13,377","31,000","43,481","113,725","55,000","51,136"
2024-5-9,15.3,22.5,7.1,0,"14,890","60,359","37,884","22,451","13,868","34,000","42,000","88,519","55,191","48,097"
2024-5-8,13.3,19,8.3,0,"14,393","60,923","32,304","22,962","14,168","33,000","43,615","117,741","57,789","38,720"
2024-5-7,13.5,16.5,11.2,0.2,"14,435","62,861","29,319","22,425","14,762",0,"45,676","119,485","58,500","37,965"
2024-5-6,16.1,19.2,14.2,12.8,"16,775","63,675","29,792","24,272","14,133",0,"40,985","118,532","57,836","37,599"
2024-5-5,17.8,19.7,15.9,0,0,0,0,0,0,0,0,0,0,0
2024-5-4,18.9,26.8,9.5,0,"18,009","63,220","42,278","22,135","17,280","35,000","37,795","52,926","56,074","38,758"
2024-5-3,17.2,26.2,8.6,0,"19,042","65,770","38,228","21,750","15,776","35,000","44,871","120,203","54,645","40,622"
2024-5-2,15.1,22.9,7.6,0,"19,419","67,699","39,515","20,724","17,778","35,500","40,000","85,000","56,663","46,024"
2024-5-1,14.4,19.6,10.1,0,"17,952","65,962","33,975","20,866","13,620",0,"39,667","129,613","70,458","40,781"
2024-4-30,15.7,20.7,12.2,0,"17,609","65,423","31,000","20,416","13,203",0,"38,000","85,483","82,512","40,568"
2024-4-29,15.7,18.6,13.7,0,"17,506","61,369","32,482","19,625","12,906",0,"39,060","141,191","84,662","57,148"
2024-4-28,18.2,26.7,10.2,0,0,0,0,0,0,0,0,0,0,0
2024-4-27,18,26.9,9.9,0,"17,314","59,015","46,367","21,223","12,203",0,"38,577","62,000","77,000","66,634"
2024-4-26,16.6,24.4,10.3,3.6,"16,657","58,806","45,236","22,699","11,535",0,"42,368","94,807","75,000","63,423"
2024-4-25,15.6,23.5,9.3,13.4,"17,380","61,055","42,331","24,794","11,034",0,"40,000","144,424","74,660","62,102"
2024-4-24,13.1,17.3,9.9,0,"17,273","63,129","39,346","23,932","11,861",0,"42,186","68,592","74,049","67,008"
2024-4-23,14.5,20,10,0,"19,166","63,068","37,524","23,076","14,617",0,"39,000","95,748","92,030","60,688"
2024-4-22,15.7,19.8,12.5,4.7,"18,953","63,836","36,350","24,646","14,589",0,"50,736","137,521","94,701","49,836"
2024-4-21,15.3,17.6,13.1,11.9,0,0,0,0,0,0,0,0,0,0
2024-4-20,14.1,16.2,12.6,0,"17,619","63,147","40,910","24,074","17,650",0,"37,571","130,554","94,000","73,349"
2024-4-19,17.2,25.3,8.7,0,"17,557","58,385","37,695","23,813","13,324",0,"56,600","130,554","96,000","68,724"
2024-4-18,15.9,23.7,8.3,1.3,"19,726","60,301","34,802","21,171","11,188",0,"42,000","117,431","98,000","71,416"
2024-4-17,14.7,22.1,8,6.9,"19,247","69,095","34,574","19,657","11,515",0,"61,878","160,042","98,365","72,045"
2024-4-16,14.9,20.3,10.6,10.4,"19,829","71,688","34,499","21,094","13,459",0,"45,000","74,961","100,884","138,535"
2024-4-15,15.5,19.1,12.7,50.3,"21,255","69,829","31,130","21,839","12,822",0,"61,631","141,235","98,374","138,590"
2024-4-14,18.5,26.5,9.5,0.3,0,0,0,0,0,0,0,0,0,0
2024-4-13,17.4,26.4,9.2,0,"20,036","68,648","39,623","22,945","13,463",0,"48,000","151,847","89,000","132,495"
2024-4-12,15.9,24.1,8.4,0,"18,056","70,316","36,422","23,864","15,132",0,"66,566","151,847","85,000","108,783"
2024-4-11,14.2,20.3,9.6,1.2,"18,034","70,725","33,685","23,527","14,857",0,"50,000","112,617","85,589","94,004"
2024-4-10,12.5,18.8,6.1,0.2,"17,625","68,337","31,798","24,183","15,001",0,"70,090","76,169","78,263","91,868"
2024-4-9,12.6,18.4,7.2,13.2,"17,798","73,832","32,113","25,928","14,894",0,0,"91,484","82,987","76,940"
2024-4-8,15.6,22.6,8.6,0,"17,535","66,564","33,947","26,385","15,841",0,"72,370","113,071","79,622","74,782"
2024-4-7,14.8,23.4,6.5,0,0,0,0,0,0,0,0,0,0,0
2024-4-6,12.5,19.3,6.5,0,"15,818","67,976","40,574","27,162","16,602",0,"48,000","92,683","80,000","74,460"
2024-4-5,12.5,18.1,8.1,0,"15,620","77,974","34,670","27,474","16,427",0,"70,000","92,683","82,119","74,887"
2024-4-4,12.4,15.9,9.8,5,"14,710","98,889","34,683","28,185","16,474",0,"50,000","93,854","85,000","83,508"
2024-4-3,12.8,14.6,11.1,2,"15,883","98,563","35,112","27,686","18,392",0,"72,453","111,352","78,746","93,938"
2024-4-2,13.9,22.2,5.5,0.1,"14,771","99,121","38,623","28,882","18,214",0,"47,000","88,638","76,639","70,453"
2024-4-1,12.1,20.7,3.8,1.9,"14,863","98,364","39,399","31,926","19,598",0,"71,281","103,262","77,557","57,145"
2024-3-31,10.7,18.1,3.2,11.2,0,0,0,0,0,0,0,0,0,0
2024-3-30,10,17.5,2.1,0,"14,390","94,133","42,231","32,616","21,389",0,"46,000","90,873","76,000","55,399"
2024-3-29,9.9,15.4,4.6,0,"13,848","84,824","40,541","29,260","22,045",0,"69,906","90,873","76,762","54,278"
2024-3-28,9.5,11.3,7.9,0,"13,785","83,368","38,744","27,689","24,296",0,"48,000","96,010","76,995","55,991"
2024-3-27,9,15.7,2.1,0.6,"13,735","85,132","34,219","25,032","19,644",0,"68,500","79,585","78,322","57,737"
2024-3-26,6.8,10.7,3.6,17.8,"13,117","86,490","33,008","25,919","20,684",0,"66,857","93,082","80,000","58,467"
2024-3-25,9.5,12.6,6.8,0,"13,442","82,238","34,145","25,993","21,740",0,"66,857","123,838","74,282","55,818"
2024-3-24,12.3,17,8.2,0,0,0,0,0,0,0,0,0,0,0
2024-3-23,13.7,20.3,9,0,"13,029","84,391","36,233","26,009","26,097",0,"42,400","79,126","65,695","55,017"
2024-3-22,9.4,15.7,1,0,"13,158","82,853","35,288","25,432","27,069",0,"66,756","79,126","63,458","54,069"
2024-3-21,4.4,11.1,-2.2,0,"13,119","82,950","33,567","26,147","23,729",0,"65,295","101,730","60,893","47,589"
2024-3-20,4.5,8.9,0.7,0,"13,027","85,716","33,576","25,963","23,901",0,"65,295","109,500","60,664","47,077"
2024-3-19,7.5,12.8,3.8,0,"12,780","82,682","35,080","26,852","22,983",0,"63,033","95,906","61,265","44,932"
2024-3-18,7.4,14.2,0,0,"13,308","80,345","38,552","26,627","23,427",0,"63,033","135,437","60,374","50,536"
2024-3-17,10.4,15.7,5,0,0,0,0,0,0,0,0,0,0,0
2024-3-16,10.8,19.1,1.7,0,"13,493","79,606","43,821","26,421","24,243",0,"50,000","101,463","61,000","48,425"
2024-3-15,9.3,17.6,1.1,0.5,"13,187","79,126","45,863","25,045","26,026",0,"70,767","101,463","60,981","44,141"
2024-3-14,7.6,15.5,0.5,22.2,"12,442","76,552","43,151","24,038","26,835",0,"66,875","116,171","60,030","45,095"
2024-3-13,6.1,13.1,-0.7,5.5,"13,020","78,879","40,915","24,054","27,279",0,"66,875","95,311","56,604","57,882"
2024-3-12,5.1,10.3,0.9,0,"11,850","78,938","37,485","23,942","25,483",0,"66,750","88,333","53,513","58,427"
2024-3-11,5.9,11.8,-0.4,0,"11,754","77,912","42,449","22,717","23,310",0,"66,750","139,394","50,870","49,145"
2024-3-10,3.9,11.7,-3.8,0.3,0,0,0,0,0,0,0,0,0,0
2024-3-9,1.9,7.9,-3.5,0.2,"11,862","80,000","46,919","22,456","20,483",0,"67,806","62,421","51,861","29,036"
2024-3-8,3.1,8.2,-1.3,23.2,"11,753","79,203","48,031","22,579","23,879",0,"67,806","97,824","54,389","34,326"
2024-3-7,4,8,0.6,0,"12,623","78,282","46,805","22,879","22,763",0,"76,606","105,296","55,085","33,780"
2024-3-6,6.2,10.5,2.7,17.2,"12,081","83,300","42,652","22,762","23,624",0,"76,606","93,572","51,147","45,831"
2024-3-5,6.1,8.4,4.4,9.9,"11,962","86,332","40,809","22,850","24,552",0,"75,000","93,722","49,713","52,490"
2024-3-4,6.2,12.2,-0.2,1.1,"11,963","88,052","43,644","22,663","22,229",0,"75,000","119,513","49,560","42,016"
2024-3-3,4.8,9.9,-0.4,0.5,0,0,0,0,0,0,0,0,0,0
2024-3-2,-0.8,4.8,-7.8,3.7,"11,785","90,964","30,000","22,821","22,428",0,"77,600","88,899","51,168","28,747"
2024-3-1,-1.3,3.4,-5.3,0,"11,785","90,964","49,999","22,821","22,428",0,"77,600","88,899","49,818","28,747"
2024-2-29,4.3,7.2,1.3,0.6,"10,415","80,242","46,846","22,944","19,173",0,"45,000","89,244","53,259","29,153"
2024-2-28,5,10.9,-0.6,1.1,"10,668","80,418","47,089","23,827","18,717",0,"75,167","92,493","52,419","33,826"
2024-2-27,3.9,8.6,-0.4,0,"10,931","78,239","47,367","23,820","20,469",0,"65,400","100,390","51,000","38,077"
2024-2-26,3.6,8.9,-0.8,0.1,"10,976","81,079","54,756","23,619","17,068",0,"65,400","74,051","45,000","35,476"
2024-2-25,3,6.3,0.5,0,0,0,0,0,0,0,0,0,0,0
2024-2-24,2.6,6,-0.1,0,"11,500","76,168","63,406","23,116","15,934",0,"58,000","64,463","41,215","29,788"
2024-2-23,2.3,4.9,0.4,0,"10,877","70,782","49,671","22,851","14,890",0,"58,000","68,000","48,132","33,573"
2024-2-22,2,3.4,1,0,"10,536","67,204","33,316","23,030","15,779",0,"54,429","78,726","52,564","31,761"
2024-2-21,4.1,5.5,2.6,0.8,"10,233","66,000","36,924","22,577","15,530",0,"54,429","94,000","54,927","30,659"
2024-2-20,5.8,8.8,4,0.4,"10,466","66,525","34,903","21,672","16,721",0,"52,182","95,362","53,974","28,014"
2024-2-19,11.2,15.7,7,0,"10,776","67,000","41,958","21,530","17,127",0,"52,182","78,962","51,600","26,006"
2024-2-18,7.5,13.4,-0.3,0,0,0,0,0,0,0,0,0,0,0
2024-2-17,4.5,13,-2.7,0,"9,683","67,920","44,036","20,793","20,627",0,"52,000","110,121","36,882","27,028"
2024-2-16,2.4,8.3,-2.2,0.3,"10,131","64,347","44,036","20,683","23,662",0,"52,000","110,121","33,725","28,736"
2024-2-15,6,13.3,0.8,0.2,"11,144","62,171","42,758","20,583","28,339",0,"48,979","110,121","33,857","29,779"
2024-2-14,11.4,17.2,6.6,4.3,"10,581","64,270","39,318","20,121","26,385",0,"48,979","81,984","32,289","29,900"
2024-2-13,8,15.7,0,0.2,"10,798","66,219","51,107","20,256","23,193",0,0,0,"39,400","29,517"
2024-2-12,3,10.9,-3.9,0.5,0,0,0,0,0,0,0,0,0,0
2024-2-11,1.5,6.9,-3.9,0,0,0,0,0,0,0,0,0,0,0
2024-2-10,1.6,7.7,-3.5,0,0,0,0,0,0,0,0,0,0,0
2024-2-9,1.2,7.2,-3.8,2.7,"5,338","67,167","59,417","19,690","19,983",0,"52,833","75,000","38,381","20,046"
2024-2-8,0.6,6.6,-4.1,0,"8,131","67,167","67,837","19,690","37,195",0,"52,833","75,000","38,381","26,174"
2024-2-7,1,5,-2.2,0,"9,021","70,154","66,644","19,509","25,371",0,"62,821","75,000","53,251","26,279"
2024-2-6,2.2,4.5,0.4,0,"9,878","70,270","50,386","18,864","25,266",0,"61,912","87,330","53,673","26,802"
2024-2-5,3.8,6,1.7,1.7,"8,693","68,358","66,417","18,853","24,591",0,"61,912","112,763","50,337","26,874"
2024-2-4,5.5,9.3,2,2.7,0,0,0,0,0,0,0,0,0,0
2024-2-3,3.9,7.8,-0.1,0.9,"7,820","62,691","54,568","19,173","26,224",0,"61,000","58,000","43,671","27,675"
2024-2-2,3.2,7.7,0.2,5,"7,424","62,000","65,705","19,662","28,288",0,"61,000","145,000","39,229","29,448"
2024-2-1,3.9,7.5,1.2,15.6,"7,306","64,000","56,146","19,332","29,015",0,"58,769","49,971","37,101","28,938"
2024-1-31,5.6,12.6,0.4,6.5,"7,659","68,000","61,933","19,363","26,825",0,"58,769","130,951","34,520","23,260"
2024-1-30,0.9,8.7,-5.9,20.5,"7,955","67,561","55,291","19,434","24,053",0,"59,774","94,577","33,229","22,040"
2024-1-29,-0.7,5.8,-5.7,21.8,"7,568","67,166","66,665","19,084","24,093",0,"59,774","162,642","31,444","20,472"
2024-1-28,-0.1,5,-4,0,0,0,0,0,0,0,0,0,0,0
2024-1-27,0.4,6.5,-4.5,0,"8,338","63,375","58,499","19,426","23,726",0,"46,000","70,000","29,793","23,515"
2024-1-26,-1,5.2,-6.8,4.5,"7,854","64,041","62,410","19,540","25,133",0,"58,964","82,112","29,737","24,729"
2024-1-25,-4.1,1.4,-9.5,2.2,"7,894","65,449","58,554","18,559","29,837",0,"62,286","105,000","31,169","21,721"
2024-1-24,-6.1,-2.1,-10,0,"6,332","63,861","61,192","18,417","24,414",0,"62,286","61,394","31,911","19,624"
2024-1-23,-8.1,-4.9,-10.4,0,"7,140","68,557","58,541","18,219","22,570",0,"59,385","94,090","34,113","23,248"
2024-1-22,-4.2,2,-8.2,0,"7,972","75,128","63,895","19,100","21,269",0,"59,385","146,222","35,450","24,270"
2024-1-21,3.8,7.1,1.2,0,0,0,0,0,0,0,0,0,0,0
2024-1-20,4.3,5.9,2.7,0,"8,520","73,954","55,367","18,376","21,425",0,"62,000","54,383","32,541","24,562"
2024-1-19,5.5,7.4,4.3,0,"8,215","72,652","60,779","18,469","19,233",0,"62,000","129,691","27,490","23,802"
2024-1-18,6,9.2,3.5,0,"6,922","73,010","53,457","17,977","18,122",0,"60,136","88,981","27,388","24,091"
2024-1-17,2.8,6.2,-2.6,0.4,"5,789","62,067","53,457","17,482","16,438",0,"60,136","88,875","27,405","23,012"
2024-1-16,-1,6,-6.9,12.7,"5,538","67,066","50,710","17,908","15,784",0,"57,435","114,117","27,256","21,853"
2024-1-15,-0.4,4.3,-4.1,2.3,"5,790","72,325","55,305","17,949","15,550",0,"57,435","132,118","25,969","23,744"
2024-1-14,2.7,9.8,-4.6,2.4,0,0,0,0,0,0,0,0,0,0
2024-1-13,0.4,6.6,-4.2,0.3,"5,826","70,228","56,047","17,666","15,085",0,"56,389","45,889","26,021","27,489"
2024-1-12,3.2,8.3,-1.5,1.2,"6,263","68,778","51,937","17,549","14,902",0,"56,389","120,000","24,123","24,356"
2024-1-11,1.4,5.6,-3.6,0.5,"5,766","66,127","44,095","18,699","14,446",0,"56,000","106,442","24,892","20,642"
2024-1-10,0.9,5.1,-2.6,0.1,"6,659","67,646","44,546","18,420","15,485",0,"56,000","106,355","23,863","18,439"
2024-1-9,0.2,3.7,-4.4,0,"6,800","67,003","39,772","19,626","15,294",0,"53,083","110,000","25,662","18,260"
2024-1-8,-3.4,2.7,-8.9,0,"6,899","67,832","46,159","19,906","16,530",0,"53,083","106,489","24,879","18,074"
2024-1-7,-1.3,1.8,-5.3,0,0,0,0,0,0,0,0,0,0,0
2024-1-6,2.2,7.2,-1.8,0,"5,486","67,523","47,128","20,219","16,118",0,"56,269","94,586","26,217","19,011"
2024-1-5,4.8,10.3,-0.6,0,"6,323","67,656","47,076","20,724","16,272",0,"56,269","94,586","26,745","20,295"
2024-1-4,1.5,7,-3.5,0.1,"6,463","67,765","42,349","20,470","15,863",0,"54,129","135,000","26,263","21,382"
2024-1-3,2.7,6,0,0.7,"6,962","66,943","51,760","20,622","15,247",0,"54,129","109,923","26,673","25,759"
2024-1-2,4.2,7.4,1.4,0.3,0,0,0,0,0,0,0,0,0,0
2024-1-1,3.5,7.9,-0.5,0.5,0,0,0,0,0,0,0,0,0,0
2023-12-31,4.1,7.1,1.7,13.4,0,0,0,0,0,0,0,0,0,0
2023-12-30,2.1,6.4,-2.8,0.5,"6,311","70,941","57,720","20,733","16,472",0,"59,000","55,000","28,645","26,943"
2023-12-29,1.4,7.6,-3.2,5.7,"7,062","76,392","59,986","21,548","16,240",0,"64,538","90,000","27,192","23,416"
2023-12-28,1.7,8.1,-3,4.2,"6,034","74,846","59,099","21,175","15,259",0,"63,500","80,000","27,601","22,627"
2023-12-27,1.9,8.7,-2.3,0,"7,040","75,667","54,989","21,389","14,131",0,"63,500","96,419","27,733","23,892"
2023-12-26,1.7,7.5,-3,0,"6,667","77,914","54,995","20,962","14,991",0,"51,000","154,651","27,243","25,331"
2023-12-25,-0.7,3.6,-4.7,2,"7,357","80,359","63,487","21,696","14,395",0,"61,000","112,195","29,825","23,542"
2023-12-24,-2,3,-5.7,0,0,0,0,0,0,0,0,0,0,0
2023-12-23,-5.2,0.7,-10.8,0,"7,805","81,054","62,857","20,136","14,436",0,"60,000","64,704","27,197","21,667"
2023-12-22,-8.2,-4.1,-11.8,0,"6,982","73,582","56,961","19,313","15,710",0,"60,000","64,704","28,044","19,512"
2023-12-21,-8.1,-4.6,-10.7,0.1,"7,353","60,694","57,640","18,911","16,901",0,"46,333","108,696","28,586","20,878"
2023-12-20,-3.7,0.2,-8.1,2.4,"8,800","57,660","52,085","19,166","17,903",0,"58,000","81,129","29,091","19,249"
2023-12-19,-1.3,2.7,-5.5,0,"6,209","53,036","47,818","18,961","14,949",0,"54,333","68,000","30,000","17,227"
2023-12-18,-4.8,-1.1,-9.5,0,"7,769","54,969","47,898","19,367","15,051",0,"61,000","104,545","30,180","18,943"
2023-12-17,-6.5,-3.4,-9.1,0.2,0,0,0,0,0,0,0,0,0,0
2023-12-16,-0.5,6.1,-5.7,0,"9,211","45,279","48,048","18,615","13,723",0,"46,591","38,000","27,000","20,412"
2023-12-15,8.2,11.7,5.5,0,"6,686","54,995","45,727","18,970","13,663",0,"63,250","96,184","25,698","21,169"
2023-12-14,8.8,10.4,7,1,"7,415","50,007","46,375","19,633","12,223",0,"55,000","124,490","24,821","22,902"
2023-12-13,7.6,12.5,2.8,0,"5,749","50,945","45,152","19,446","11,856",0,"55,727","106,882","25,084","21,840"
2023-12-12,7.2,10.4,4.7,0,"7,676","46,914","47,708","19,145","12,158",0,"64,211","100,000","24,742","21,289"
2023-12-11,11,13,8.6,3.2,"7,459","52,169","48,747","19,205","12,973",0,"63,611","106,565","26,609","22,203"
2023-12-10,11.4,16.8,6.2,3,0,0,0,0,0,0,0,0,0,0
2023-12-9,12.4,18.4,7.3,0,"6,008","52,905","52,847","20,057","12,342",0,"52,000","80,000","23,129","24,896"
2023-12-8,10.2,17.6,1.9,0,"6,243","42,992","56,185","19,612","13,223",0,"70,000","126,861","24,151","25,370"
2023-12-7,6.5,11.6,1.2,0,"6,588","42,405","58,035","19,347","13,471",0,"54,071","102,667","24,286","24,959"
2023-12-6,6.2,11.9,-0.3,0,"8,363","43,543","53,852","19,531","15,316",0,"50,294","129,714","27,825","25,408"
2023-12-5,4.5,12.8,-1.1,0.2,"7,714","49,559","51,612","19,524","17,691",0,"50,294","137,590","28,327","23,574"
2023-12-4,2.5,10.2,-4,0.5,"7,500","48,806","55,196","19,295","17,711",0,"48,750","94,573","30,670","23,467"
2023-12-3,2.9,8.6,-2.1,0,0,0,0,0,0,0,0,0,0,0
2023-12-2,2.6,7.9,-4,0.2,"8,521","45,061","68,560","19,309","16,472",0,"51,000","128,144","32,734","21,486"
2023-12-1,-0.8,3.8,-4.8,0.7,"8,521","45,061","68,560","19,309","16,472",0,"51,000","128,144","32,734","21,486"
2023-11-30,-1.2,2.5,-4.2,0.9,"7,093","48,326","67,434","18,585","15,547",0,"43,500","103,558","29,424","19,672"
2023-11-29,2.7,6.8,-1.3,0.1,"6,341","42,311","63,000","18,629","13,287",0,"38,000","110,869","27,647","18,785"
2023-11-28,4.2,8,0.2,0,"7,222","43,965","56,239","18,433","12,748",0,"48,000","83,277","26,716","19,368"
2023-11-27,7.1,11,3.8,0.3,"7,879","42,049","57,500","19,076","13,167",0,"45,000","113,742","26,295","21,348"
2023-11-26,3.8,9,-2.3,2.4,0,0,0,0,0,0,0,0,0,0
2023-11-25,-0.3,5.7,-4.8,30.9,"6,729","42,826","65,763","19,047","13,159",0,"53,548","75,731","27,289","25,488"
2023-11-24,2.1,6.8,-1.8,23.4,"8,404","44,423","67,991","18,855","15,026",0,"65,000","91,327","37,393","23,099"
2023-11-23,12.1,17.9,6,0,"8,616","42,000","73,506","18,697","16,013",0,"68,000","51,613","39,678","21,317"
2023-11-22,9,16.8,1.3,1.5,"7,499","46,455","72,729","19,404","15,632",0,"60,000","101,941","38,642","19,706"
2023-11-21,6.5,15.8,-0.4,31.5,"6,682","44,665","70,949","19,054","14,975",0,"63,273","80,038","40,948","24,793"
2023-11-20,6.3,13.6,1,1.6,"7,644","43,366","82,247","19,665","15,971",0,"51,778","94,188","45,580","25,569"
2023-11-19,7.6,13.5,0.5,0,0,0,0,0,0,0,0,0,0,0
2023-11-18,2.5,7.1,-2.3,0,"10,671","38,000","92,688","20,304","15,575",0,"50,500","60,680","47,877","24,201"
2023-11-17,4,8.4,0.1,0,"10,119","44,722","90,127","20,167","14,544",0,"48,000","87,775","49,210","22,848"
